I_dayS100
6.32624802504148
57.3937224357535
90.1216002356083
105.738191304038
111.843539834752
103.805065181327
104.396556691434
121.707976658843
134.815281642435
144.600422919406
155.154917455719
161.375906740551
150.605016957733
151.286810354152
171.226194087528
189.39463554141
210.909420065937
228.221290634813
229.609077573332
212.325360378357
213.480841204956
239.657089655997
256.652214055808
268.619565454776
279.385599575698
287.738814229465
273.371759568054
266.652508262679
282.918601101653
293.039338183702
301.5086416657
313.776274342816
318.993907988682
296.995345719578
285.002803309322
299.376126357477
307.156207794366
313.254930270796
317.516656209784
311.566799991468
287.517396518172
282.180923163175
296.922721912724
306.194543902516
309.413260734634
306.667522714449
297.735902448223
272.394210453334
262.140061263136
276.750788202557
282.009615768528
280.187544775853
274.605909655721
263.646979243073
231.084319624727
214.01463049615
219.946016004933
223.088696144113
221.242649338899
216.207496124025
204.519162901444
185.234974695676
178.409998839922
188.888880402646
188.103391098897
182.071544332835
176.328431202478
168.191856748487
150.048392651719
140.02660369151
144.756567202325
143.18241570289
131.026613685649
120.797889611679
111.711578001755
103.806033593942
100.375142431291
105.461789981837
104.976377310449
104.334618165905
107.184034287845
104.91581691506
94.6135721255312
88.2154876552927
89.2906347095188
90.8683629279383
93.96633743758
93.5092703830138
88.0281896244622
76.2099261278036
69.5359802323725
72.1710438209183
74.8993210842842
75.1873689437727
73.3801813625163
70.6744915968335
63.7506685043776
