0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,1,1,0,0,0,2,2,0,0,0,0,0,18,3,0,0,0,1,0,0,0,1,0,0,2,0,0,0,4,0,1,0,1,1,10,3,0,9,0,0,0,6,0,0,0,0,0,4,0,15,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,3,0,2,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,2,1,0,0,6,0,7,0,0,10,0,0,0,0,0,0,0,0,10,6,0,0,4,0,4,0,0,3,0,8,0,3,2,0,1,0,0,0,11,0,0,0,0,24,1,0,0,1,0,0,0,0,0,0,0,7,0,14,0,8,1,0,0,0,0,1,4,1,0,0,3,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,2,0,2,0,0,0,0,2,15,0,0,10,0,0,3,2,0,0,0,2,15,0,0,5,0,0,0,0,8,0,4,0,3,3,1,60,407,19,0,92,0,0,0,46,1,2,4,0,0,21,2,91,0,0,0,0,0,8,53,2,0,0,1,1,4,1,0,0,0,0,0,4,2,10,11,0,0,16,1,4,0,32,0,0,0,0,0,13,0,0,0,0,0,16,1,0,0,0,2,0,0,0,0,0,11,1,9,0,19,0,0,5,0,8,0,0,0,24,0,137,0,0,95,0,0,0,0,0,0,0,0,68,22,0,0,8,0,188,0,19,6,0,104,0,0,21,0,0,0,0,0,54,0,0,0,2,38,3,6,0,0,0,0,0,0,0,0,0,40,0,29,0,118,12,0,3,0,0,0,54,0,0,9,13,0,2,0,2,0,0,7,276,0,0,0,0,7,0,0,0,0,36,0,0,0,0,0,5,0,36,0,0,0,0,0
0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,42,6,0,0,0,8,6,0,0,20,0,0,3,2,8,8,1,0,1,0,2,10,19,12,0,50,0,0,0,13,1,0,9,0,0,1,4,195,0,0,0,0,0,4,7,2,0,0,0,14,8,0,0,0,2,0,0,0,34,1,3,0,3,2,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,1,7,0,0,0,0,2,0,22,0,288,0,0,0,0,13,12,8,5,50,0,47,0,0,77,3,0,0,0,0,0,0,2,118,21,0,0,26,0,166,0,0,4,0,1,0,6,18,0,0,0,0,0,43,0,0,0,3,29,4,1,0,4,0,0,5,0,0,0,0,141,2,71,0,287,64,0,5,5,0,2,52,19,3,1,28,0,1,0,9,0,3,12,102,0,0,0,0,73,0,1,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0
1,0,0,0,2,0,0,0,0,2,5,0,0,5,0,0,2,4,0,0,0,0,23,0,0,3,0,0,0,0,1,0,0,0,3,0,1,24,121,14,0,110,0,0,0,5,2,3,1,0,0,3,1,44,0,0,0,0,0,3,0,1,0,0,0,0,7,3,0,0,0,0,0,0,1,11,7,0,1,14,1,4,0,0,0,0,0,0,0,4,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,5,3,6,0,7,0,0,1,0,13,1,1,0,19,0,79,0,0,13,0,0,0,0,0,0,0,1,43,0,0,0,3,0,74,0,8,3,0,39,0,0,4,0,0,0,0,0,22,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,9,0,42,0,10,4,0,0,0,0,0,10,2,0,1,9,0,4,0,2,0,0,3,80,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,1,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
