"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"Pop_AgeGroups","2634000","Grand Rapids","14446","57813","70192","30520","22384","6883","9792","10154","8218","5750","5332","14446","12504","11908","13554","19847","21035","16889","11471","10567","10230","9864","10945","9711","6687","4482","11215"
"Pop_AgeGroups","2642160","Kalamazoo","4076","31829","21896","10459","7573","4110","7433","3033","1944","2192","1787","4076","4038","4115","7984","15692","6676","4189","4261","3786","2984","3461","3381","3617","2636","1447","3490"
"Pop_AgeGroups","2743000","Minneapolis","27689","110248","171231","64566","37718","12891","20984","23626","20392","14495","12573","27689","23441","19600","26118","41089","49339","41760","30954","25408","23770","23357","22068","19141","14583","9110","14025"
"Pop_AgeGroups","2707966","Brooklyn Park","6303","22951","27843","14334","8031","2742","2186","3426","3141","2725","2380","6303","6778","6068","5289","4816","5836","6286","5878","4611","5232","5342","4822","4170","2981","2176","2874"
"Pop_AgeGroups","2751730","Plymouth","5302","16822","25898","17047","11189","2043","1499","2622","3063","2486","2550","5302","5000","4581","3852","3389","5198","5839","5193","5034","4634","5472","6170","5405","3982","2632","4575"
"Pop_AgeGroups","2706616","Bloomington","5072","17645","28363","18243","16094","2088","2023","3094","3156","2691","2473","5072","4455","4457","4085","4648","6133","6542","5301","5034","5353","6145","6512","5586","4377","3458","8259"
"Pop_AgeGroups","2754880","Rochester","8228","28651","39587","20274","15943","3193","3875","4469","4813","3492","3629","8228","7486","7417","6448","7300","8821","9648","7519","6957","6642","7368","7224","5682","4937","3385","7621"
"Pop_AgeGroups","2717000","Duluth","4496","28379","24549","15664","12978","3756","6014","2675","2576","2111","2230","4496","4010","4502","7597","12270","5919","5322","4450","4388","4470","5134","5333","5197","4044","2756","6178"
"Pop_AgeGroups","2758000","St. Paul","22855","89655","108964","50071","29275","9860","13671","15024","12700","10122","8732","22855","21287","20968","20568","26832","29632","25573","19789","17588","16382","17748","16796","15527","11010","6362","11903"
"Pop_AgeGroups","2829700","Gulfport","5495","19701","23874","12603","9645","2132","2979","3391","2792","2042","2342","5495","5072","4289","4234","6106","6048","5217","4157","4040","4412","4247","4545","3811","3294","2434","3917"
"Pop_AgeGroups","2836000","Jackson","12364","52478","55592","30148","19811","6827","7940","7810","6546","5946","4853","12364","11983","12248","13390","14857","14665","12098","10518","9427","8884","10359","11067","8722","6971","4582","8258"
"Pop_AgeGroups","2965000","St. Louis","20582","74144","120728","61284","38129","8583","12374","17010","14743","11370","9166","20582","16509","16432","17146","24057","32626","28897","22650","17994","18561","20615","21255","19414","13453","8540","16136"
"Pop_AgeGroups","2954074","O'Fallon","5959","24110","30519","15385","9273","2783","1984","2462","3028","3273","3610","5959","6648","7076","6104","4282","4791","6038","6471","6876","6343","6231","5483","3671","3211","2090","3972"
"Pop_AgeGroups","2970000","Springfield","9721","52037","51997","27384","24646","6435","12645","6788","5716","4355","3991","9721","8442","7085","12120","24390","14255","12029","9122","8306","8285","9617","9320","8447","6995","5365","12286"
"Pop_AgeGroups","2915670","Columbia","7053","46017","37018","16944","11588","6044","12481","5254","4121","3140","3183","7053","5568","5500","11110","23839","10754","8142","6510","6247","5365","6005","5684","5255","3678","2880","5030"
"Pop_AgeGroups","2941348","Lee's Summit","6689","25260","30530","19535","13256","2882","2108","2891","3521","3093","3076","6689","7048","7783","6186","4243","5609","5948","5952","6428","6593","7055","6827","5653","4613","2937","5706"
"Pop_AgeGroups","2935000","Independence","7204","28855","35409","25320","20581","3538","3309","3962","3739","3391","3636","7204","7256","7722","7008","6869","7462","7473","6957","6896","6621","8512","9081","7727","6452","4636","9493"
"Pop_AgeGroups","2964550","St. Joseph","5283","20343","25636","14477","11080","2437","2779","2841","2474","2007","2202","5283","5161","4741","4760","5681","6258","5563","4834","4471","4510","5424","4765","4288","3449","2561","5070"
"Pop_AgeGroups","2938000","Kansas City","33210","121635","174430","88480","59219","13743","17854","21821","19468","16485","15256","33210","30331","30394","26599","34311","42591","39315","33310","29552","29662","31399","30422","26659","19829","14872","24518"
"Pop_AgeGroups","3050200","Missoula","3378","22446","24696","11418","8909","2672","5160","3226","2168","2622","1659","3378","3380","3670","5076","10320","6565","5192","5248","3569","4122","3703","4206","3509","3347","1868","3694"
"Pop_AgeGroups","3006550","Billings","7136","27716","36165","20443","17622","2819","3700","4304","4100","3206","3415","7136","7468","6593","6130","7525","8477","8203","6914","6538","6033","6694","7151","6598","5542","3877","8203"
"Pop_AgeGroups","3128000","Lincoln","18712","88613","89576","45793","34621","10021","16479","9519","9652","8705","7495","18712","17961","17185","20062","33405","21010","20203","18018","15765","14580","15188","16244","14361","12021","7893","14707"
"Pop_AgeGroups","3137000","Omaha","33800","128184","159151","85143","56803","15616","16818","18796","17551","14640","13615","33800","32323","31329","31325","33207","38076","35808","30981","26938","27348","30104","29217","25822","19766","13214","23823"
"Pop_AgeGroups","3251800","North Las Vegas","18271","74058","84468","34941","22651","8752","8646","8988","8956","9085","8944","18271","20212","18679","17475","17692","17192","17258","17669","17165","15184","13576","10700","10665","8960","6298","7393"
"Pop_AgeGroups","3240000","Las Vegas","39912","162650","216532","114953","87615","19182","18942","21770","23253","20008","21635","39912","42418","42881","38590","38761","43527","45110","41299","44006","42590","42237","39667","33049","30100","23415","34100"
"Pop_AgeGroups","3231900","Henderson","14395","66104","94053","57184","53081","7988","7608","8328","9178","9006","10150","14395","17832","17385","16354","14533","17699","17469","18411","20341","20133","19000","19015","19169","18013","14661","20407"
"Pop_AgeGroups","3268400","Sparks","5954","24603","33036","18947","14246","2902","3108","3680","3190","3260","3069","5954","5964","6457","6200","5982","7836","6197","6497","5847","6659","6584","6213","6150","5014","4146","5086"
"Pop_AgeGroups","3260600","Reno","15411","63303","84021","43921","33076","7325","9554","10265","8918","7215","7124","15411","14706","14850","14640","19107","21041","18418","15051","14783","14728","15678","15066","13177","11755","8573","12748"
"Pop_AgeGroups","3350260","Nashua","4877","20991","29528","19385","12861","2769","2723","3705","3134","2939","2097","4877","5411","4460","5019","6101","6998","6045","6039","4636","5810","7103","6778","5504","3845","3215","5801"
"Pop_AgeGroups","3345140","Manchester","6238","27183","41583","20914","14683","2827","4535","4757","4182","3561","3061","6238","5990","5757","6210","9226","10397","8994","7624","6284","8284","7205","7213","6496","5028","2989","6666"
"Pop_AgeGroups","3474630","Union City","4379","17490","28065","12541","7340","1924","2323","2940","2884","2370","2650","4379","3988","4481","4218","4803","6093","5864","5294","5145","5669","5247","4071","3223","2277","1713","3350"
"Pop_AgeGroups","3456550","Passaic","6941","23606","24538","10058","5914","2612","2386","2150","2843","2587","2221","6941","6806","6126","5671","5003","5145","5461","5458","4540","3934","3392","3635","3031","1970","1615","2329"
"Pop_AgeGroups","3451000","Newark","21115","79874","107520","46953","27341","9645","10520","11564","10852","10315","9971","21115","19305","18658","19476","22435","23976","22308","20598","20473","20165","18331","15411","13211","9239","7414","10688"
"Pop_AgeGroups","3413690","Clifton","5347","21213","29514","17415","12718","2796","3382","2971","2956","3321","2928","5347","4476","4836","5525","6376","5965","6206","6779","5115","5449","5559","6415","5441","4372","2743","5603"
"Pop_AgeGroups","3457000","Paterson","11483","43988","51687","25041","15691","5448","6244","6292","5092","4971","5161","11483","10087","10913","10669","12319","12005","10166","9561","9438","10517","9912","8198","6931","5485","3724","6482"
"Pop_AgeGroups","3436000","Jersey City","20480","58708","118929","40985","26830","6383","9250","14308","15188","11285","8712","20480","15023","12431","12526","18728","28604","31456","23942","18742","16185","15454","13407","12124","9820","6677","10333"
